District,Year,Season,Extent,Production,Yield,Prev_Yield,District_encoded,Season_encoded
Matara,2021,Yala,138.8,1138.0,8.198847262247838,8.2,16,1
Matara,2022,Yala,150.0,1230.0,8.2,8.198847262247838,16,1
Matara,2023,Yala,119.7,961.3,8.030910609857978,8.2,16,1
Matara,2024,Yala,3.1,1.2,0.3870967741935484,8.030910609857978,16,1
Monaragala,2003,Maha,4.0,5.0,1.25,10.840955188360333,17,0
Monaragala,2005,Maha,1.0,9.0,9.0,1.25,17,0
Monaragala,2006,Maha,2.0,15.0,7.5,9.0,17,0
Monaragala,2007,Maha,7.0,72.0,10.285714285714286,7.5,17,0
Monaragala,2008,Maha,6.0,74.0,12.333333333333334,10.285714285714286,17,0
Monaragala,2009,Maha,5.0,50.0,10.0,12.333333333333334,17,0
Monaragala,2010,Maha,5.0,34.0,6.8,10.0,17,0
Monaragala,2011,Maha,12.0,155.0,12.916666666666666,6.8,17,0
Monaragala,2012,Maha,4.0,60.0,15.0,12.916666666666666,17,0
Monaragala,2013,Maha,6.0,60.0,10.0,15.0,17,0
Monaragala,2014,Maha,6.0,75.0,12.5,10.0,17,0
Monaragala,2015,Maha,14.0,156.0,11.142857142857142,12.5,17,0
Monaragala,2016,Maha,12.0,152.0,12.666666666666666,11.142857142857142,17,0
Monaragala,2017,Maha,11.0,134.0,12.181818181818182,12.666666666666666,17,0
Monaragala,2018,Maha,6.0,75.0,12.5,12.181818181818182,17,0
Monaragala,2019,Maha,25.0,299.0,11.96,12.5,17,0
Monaragala,2020,Maha,19.0,311.0,16.36842105263158,11.96,17,0
Monaragala,2021,Maha,71.8,781.6,10.885793871866296,16.36842105263158,17,0
Monaragala,2022,Maha,72.1,778.4,10.79611650485437,10.885793871866296,17,0
Monaragala,2023,Maha,73.9,658.5,8.910690121786196,10.79611650485437,17,0
Monaragala,2024,Maha,784.1,704.1,0.897972197423798,8.910690121786196,17,0
Monaragala,2025,Maha,40.9,432.0,10.56234718826406,0.897972197423798,17,0
Monaragala,2020,Yala,52.0,624.3,12.00576923076923,10.995999999999999,17,1
Monaragala,2021,Yala,56.4,666.3,11.813829787234042,12.00576923076923,17,1
Monaragala,2022,Yala,59.9,652.9,10.89983305509182,11.813829787234042,17,1
Monaragala,2023,Yala,25.0,274.9,10.995999999999999,10.89983305509182,17,1
Monaragala,2024,Yala,1349.9,1512.0,1.1200829691088228,10.995999999999999,17,1
Mullativu,2021,Maha,0.5,5.3,10.6,10.6,18,0
Mullativu,2022,Maha,4.9,58.2,11.877551020408163,10.6,18,0
Mullativu,2023,Maha,9.1,119.0,13.076923076923077,11.877551020408163,18,0
Mullativu,2024,Maha,289.7,252.7,0.8722816706938212,13.076923076923077,18,0
Mullativu,2025,Maha,4.0,41.0,10.25,0.8722816706938212,18,0
Mullativu,2022,Yala,3.0,26.9,8.966666666666667,8.657894736842104,18,1
Mullativu,2023,Yala,3.8,32.9,8.657894736842104,8.966666666666667,18,1
Mullativu,2024,Yala,116.7,103.7,0.8886032562125107,8.657894736842104,18,1
Nuwara Eliya,2001,Maha,69.0,285.0,4.130434782608695,4.6946107784431135,19,0
Nuwara Eliya,2002,Maha,80.0,345.0,4.3125,4.130434782608695,19,0
Nuwara Eliya,2003,Maha,72.0,311.0,4.319444444444445,4.3125,19,0
Nuwara Eliya,2004,Maha,107.0,489.0,4.570093457943925,4.319444444444445,19,0
Nuwara Eliya,2005,Maha,96.0,448.0,4.666666666666667,4.570093457943925,19,0
Nuwara Eliya,2006,Maha,111.0,532.0,4.792792792792793,4.666666666666667,19,0
Nuwara Eliya,2007,Maha,112.0,522.0,4.660714285714286,4.792792792792793,19,0
Nuwara Eliya,2008,Maha,115.0,1343.0,11.678260869565218,4.660714285714286,19,0
Nuwara Eliya,2009,Maha,116.0,540.0,4.655172413793103,11.678260869565218,19,0
Nuwara Eliya,2010,Maha,139.0,653.0,4.697841726618705,4.655172413793103,19,0
Nuwara Eliya,2011,Maha,167.0,784.0,4.6946107784431135,4.697841726618705,19,0
Nuwara Eliya,2012,Maha,152.0,740.0,4.868421052631579,4.6946107784431135,19,0
Nuwara Eliya,2013,Maha,128.0,834.0,6.515625,4.868421052631579,19,0
Nuwara Eliya,2014,Maha,134.0,875.0,6.529850746268656,6.515625,19,0
Nuwara Eliya,2015,Maha,153.0,1362.0,8.901960784313726,6.529850746268656,19,0
Nuwara Eliya,2016,Maha,171.0,2913.0,17.035087719298247,8.901960784313726,19,0
Nuwara Eliya,2017,Maha,146.0,681.0,4.664383561643835,17.035087719298247,19,0
Nuwara Eliya,2018,Maha,134.0,875.0,6.529850746268656,4.664383561643835,19,0
Nuwara Eliya,2019,Maha,165.0,731.0,4.430303030303031,6.529850746268656,19,0
Nuwara Eliya,2020,Maha,273.0,1221.0,4.472527472527473,4.430303030303031,19,0
Nuwara Eliya,2021,Maha,290.8,1300.0,4.470426409903713,4.472527472527473,19,0
Nuwara Eliya,2022,Maha,258.9,2685.6,10.373117033603709,4.470426409903713,19,0
Nuwara Eliya,2023,Maha,216.0,2365.2,10.95,10.373117033603709,19,0
Nuwara Eliya,2024,Maha,1.1,1.4,1.2727272727272725,10.95,19,0
Nuwara Eliya,2025,Maha,413.8,3144.2,7.598356694055099,1.2727272727272725,19,0
Nuwara Eliya,2020,Yala,159.0,2040.6,12.833962264150943,12.833962264150943,19,1
Nuwara Eliya,2021,Yala,222.9,3235.7,14.516375056078958,12.833962264150943,19,1
Nuwara Eliya,2022,Yala,203.0,2642.0,13.014778325123153,14.516375056078958,19,1
Nuwara Eliya,2023,Yala,160.2,1792.0,11.18601747815231,13.014778325123153,19,1
Nuwara Eliya,2024,Yala,3.9,4.3,1.1025641025641026,11.18601747815231,19,1
Polonnaruwa,2003,Maha,1.0,3.0,3.0,5.611111111111111,20,0
Polonnaruwa,2007,Maha,1.0,4.0,4.0,3.0,20,0
Polonnaruwa,2008,Maha,7.0,34.0,4.857142857142857,4.0,20,0
Polonnaruwa,2009,Maha,14.0,64.0,4.571428571428571,4.857142857142857,20,0
Polonnaruwa,2010,Maha,19.0,85.0,4.473684210526316,4.571428571428571,20,0
Polonnaruwa,2012,Maha,21.0,91.0,4.333333333333333,4.473684210526316,20,0
Polonnaruwa,2013,Maha,11.0,45.0,4.090909090909091,4.333333333333333,20,0
Polonnaruwa,2014,Maha,17.0,102.0,6.0,4.090909090909091,20,0
Polonnaruwa,2015,Maha,14.0,86.0,6.142857142857143,6.0,20,0
Polonnaruwa,2016,Maha,17.0,99.0,5.823529411764706,6.142857142857143,20,0
Polonnaruwa,2017,Maha,16.0,103.0,6.4375,5.823529411764706,20,0
Polonnaruwa,2018,Maha,18.0,101.0,5.611111111111111,6.4375,20,0
Polonnaruwa,2019,Maha,18.0,110.0,6.111111111111111,5.611111111111111,20,0
Polonnaruwa,2020,Maha,30.0,168.0,5.6,6.111111111111111,20,0
Polonnaruwa,2021,Maha,22.8,140.5,6.162280701754386,5.6,20,0
Polonnaruwa,2022,Maha,29.0,186.5,6.431034482758621,6.162280701754386,20,0
Polonnaruwa,2023,Maha,21.2,137.6,6.490566037735849,6.431034482758621,20,0
Polonnaruwa,2024,Maha,83.0,119.0,1.4337349397590362,6.490566037735849,20,0
Polonnaruwa,2025,Maha,17.0,114.2,6.7176470588235295,1.4337349397590362,20,0
Polonnaruwa,2020,Yala,23.4,144.3,6.166666666666668,5.354037267080745,20,1
Polonnaruwa,2021,Yala,32.2,172.4,5.354037267080745,6.166666666666668,20,1
Polonnaruwa,2022,Yala,33.3,214.7,6.4474474474474475,5.354037267080745,20,1
Polonnaruwa,2023,Yala,19.2,101.1,5.265625,6.4474474474474475,20,1
Polonnaruwa,2024,Yala,85.5,123.4,1.4432748538011697,5.265625,20,1
Puttalam,2001,Maha,14.0,44.0,3.142857142857143,7.111111111111111,21,0
Puttalam,2002,Maha,14.0,35.0,2.5,3.142857142857143,21,0
Puttalam,2003,Maha,30.0,75.0,2.5,2.5,21,0
Puttalam,2004,Maha,24.0,70.0,2.9166666666666665,2.5,21,0
Puttalam,2005,Maha,66.0,208.0,3.1515151515151514,2.9166666666666665,21,0
Puttalam,2006,Maha,59.0,177.0,3.0,3.1515151515151514,21,0
Puttalam,2007,Maha,44.0,337.0,7.659090909090909,3.0,21,0
Puttalam,2008,Maha,26.0,188.0,7.230769230769231,7.659090909090909,21,0
Puttalam,2009,Maha,24.0,171.0,7.125,7.230769230769231,21,0
Puttalam,2010,Maha,30.0,228.0,7.6,7.125,21,0
Puttalam,2011,Maha,51.0,378.0,7.411764705882353,7.6,21,0
Puttalam,2012,Maha,16.0,95.0,5.9375,7.411764705882353,21,0
Puttalam,2013,Maha,16.0,111.0,6.9375,5.9375,21,0
Puttalam,2014,Maha,18.0,122.0,6.777777777777778,6.9375,21,0
Puttalam,2015,Maha,54.0,384.0,7.111111111111111,6.777777777777778,21,0
Puttalam,2016,Maha,52.0,374.0,7.1923076923076925,7.111111111111111,21,0
Puttalam,2017,Maha,46.0,330.0,7.173913043478261,7.1923076923076925,21,0
Puttalam,2018,Maha,56.0,341.0,6.089285714285714,7.173913043478261,21,0
Puttalam,2019,Maha,49.0,352.0,7.183673469387755,6.089285714285714,21,0
Puttalam,2020,Maha,55.0,403.0,7.327272727272727,7.183673469387755,21,0
Puttalam,2021,Maha,64.3,485.5,7.55054432348367,7.327272727272727,21,0
Puttalam,2022,Maha,61.1,473.2,7.74468085106383,7.55054432348367,21,0
Puttalam,2023,Maha,44.3,283.3,6.395033860045148,7.74468085106383,21,0
Puttalam,2024,Maha,387.0,315.3,0.8147286821705426,6.395033860045148,21,0
Puttalam,2025,Maha,34.8,301.1,8.652298850574715,0.8147286821705426,21,0
Puttalam,2020,Yala,24.0,227.0,9.458333333333334,6.214780600461895,21,1
Puttalam,2021,Yala,35.2,264.7,7.519886363636362,9.458333333333334,21,1
Puttalam,2022,Yala,43.3,269.1,6.214780600461895,7.519886363636362,21,1
Puttalam,2023,Yala,41.0,240.9,5.875609756097561,6.214780600461895,21,1
Puttalam,2024,Yala,426.9,892.0,2.089482314359335,5.875609756097561,21,1
Ratnapura,2001,Maha,42.0,68.0,1.619047619047619,3.9056603773584904,22,0
Ratnapura,2002,Maha,47.0,75.0,1.5957446808510638,1.619047619047619,22,0
Ratnapura,2003,Maha,35.0,52.0,1.4857142857142858,1.5957446808510638,22,0
Ratnapura,2004,Maha,31.0,106.0,3.4193548387096775,1.4857142857142858,22,0
Ratnapura,2005,Maha,37.0,107.0,2.891891891891892,3.4193548387096775,22,0
Ratnapura,2006,Maha,30.0,87.0,2.9,2.891891891891892,22,0
Ratnapura,2007,Maha,41.0,164.0,4.0,2.9,22,0
Ratnapura,2008,Maha,44.0,253.0,5.75,4.0,22,0
Ratnapura,2009,Maha,49.0,193.0,3.938775510204082,5.75,22,0
Ratnapura,2010,Maha,53.0,207.0,3.9056603773584904,3.938775510204082,22,0
Ratnapura,2011,Maha,57.0,221.0,3.8771929824561404,3.9056603773584904,22,0
Ratnapura,2012,Maha,66.0,252.0,3.8181818181818183,3.8771929824561404,22,0
Ratnapura,2013,Maha,67.0,255.0,3.8059701492537314,3.8181818181818183,22,0
Ratnapura,2014,Maha,89.0,334.0,3.752808988764045,3.8059701492537314,22,0
Ratnapura,2015,Maha,85.0,331.0,3.8941176470588235,3.752808988764045,22,0
Ratnapura,2016,Maha,83.0,759.0,9.144578313253012,3.8941176470588235,22,0
Ratnapura,2017,Maha,67.0,1044.0,15.582089552238806,9.144578313253012,22,0
Ratnapura,2018,Maha,98.0,1236.0,12.612244897959183,15.582089552238806,22,0
Ratnapura,2019,Maha,99.0,1350.0,13.636363636363637,12.612244897959183,22,0
Ratnapura,2020,Maha,104.0,1193.0,11.471153846153847,13.636363636363637,22,0
Ratnapura,2021,Maha,209.4,2562.8,12.238777459407832,11.471153846153847,22,0
Ratnapura,2022,Maha,194.9,2315.5,11.880451513596716,12.238777459407832,22,0
Ratnapura,2023,Maha,155.2,1986.2,12.797680412371136,11.880451513596716,22,0
Ratnapura,2024,Maha,222.3,273.7,1.2312190733243364,12.797680412371136,22,0
Ratnapura,2025,Maha,151.6,1896.2,12.507915567282323,1.2312190733243364,22,0
Ratnapura,2020,Yala,125.8,1615.7,12.843402225755167,12.843402225755167,22,1
Ratnapura,2021,Yala,173.1,2184.9,12.622183708838822,12.843402225755167,22,1
Ratnapura,2022,Yala,147.5,2047.9,13.88406779661017,12.622183708838822,22,1
Ratnapura,2023,Yala,128.6,1734.1,13.484447900466563,13.88406779661017,22,1
Ratnapura,2024,Yala,269.1,237.1,0.8810850984764027,13.484447900466563,22,1
Trincomalee,2005,Maha,1.0,3.0,3.0,3.078125,23,0
Trincomalee,2008,Maha,1.0,3.0,3.0,3.0,23,0
Trincomalee,2016,Maha,2.0,1.0,0.5,3.0,23,0
Trincomalee,2017,Maha,1.0,10.0,10.0,0.5,23,0
Trincomalee,2021,Maha,7.7,114.3,14.844155844155843,10.0,23,0
Trincomalee,2022,Maha,6.8,24.0,3.5294117647058822,14.844155844155843,23,0
Trincomalee,2023,Maha,6.4,20.2,3.1562499999999996,3.5294117647058822,23,0
Trincomalee,2024,Maha,178.9,146.3,0.8177752934600335,3.1562499999999996,23,0
Trincomalee,2020,Yala,0.1,2.3,22.999999999999996,5.011520737327189,23,1
Trincomalee,2022,Yala,0.7,5.3,7.571428571428572,22.999999999999996,23,1
Trincomalee,2023,Yala,3.1,7.6,2.451612903225806,7.571428571428572,23,1
Trincomalee,2024,Yala,93.0,73.7,0.7924731182795699,2.451612903225806,23,1
Vavuniya,2020,Maha,2.0,8.0,4.0,10.767276422764228,24,0
Vavuniya,2021,Maha,2.4,18.2,7.583333333333333,4.0,24,0
Vavuniya,2022,Maha,2.4,36.0,15.0,7.583333333333333,24,0
Vavuniya,2023,Maha,4.1,57.2,13.951219512195124,15.0,24,0
Vavuniya,2024,Maha,171.9,187.9,1.0930773705642816,13.951219512195124,24,0
Vavuniya,2025,Maha,1.2,17.9,14.916666666666666,1.0930773705642816,24,0
Vavuniya,2020,Yala,0.4,6.0,15.0,1.4833333333333334,24,1
Vavuniya,2022,Yala,3.0,4.4,1.4666666666666668,15.0,24,1
Vavuniya,2023,Yala,1.8,2.7,1.5,1.4666666666666668,24,1
Vavuniya,2024,Yala,50.5,49.9,0.9881188118811881,1.5,24,1
